duongDan,zcrMean,specCenMean,specRolloffMean,mfcc_0_Mean,mfcc_1_Mean,mfcc_2_Mean,mfcc_3_Mean,mfcc_4_Mean,mfcc_5_Mean,mfcc_6_Mean,mfcc_7_Mean,mfcc_8_Mean,mfcc_9_Mean,mfcc_10_Mean,mfcc_11_Mean,mfcc_12_Mean,chroma_0_Mean,chroma_1_Mean,chroma_2_Mean,chroma_3_Mean,chroma_4_Mean,chroma_5_Mean,chroma_6_Mean,chroma_7_Mean,chroma_8_Mean,chroma_9_Mean,chroma_10_Mean,chroma_11_Mean
..\file-birdsong\songs\songs\xc82971.flac,0.10492786386395028,2004.0680570084492,3938.3157803867402,-365.80267,73.08703,-17.56158,0.55182207,-68.9184,-55.843204,-24.612774,-43.8548,-44.18668,-20.564817,-21.825727,-1.3735816,4.127043,0.4018593,0.2804896,0.20937084,0.15743053,0.14873622,0.17582032,0.31828615,0.44320202,0.5043759,0.50899196,0.4922746,0.4928592
..\file-birdsong\songs\songs\xc83357.flac,0.3198104427899687,4472.779597907484,7543.038022032352,-356.04776,-80.27987,-80.857,11.914978,28.092054,19.812525,-3.196466,-13.230836,-12.356843,3.1361203,7.537581,7.653602,-3.5447195,0.34102076,0.3107758,0.35486403,0.39519742,0.41729426,0.40313026,0.42455626,0.4115113,0.46554667,0.4468203,0.40840054,0.3903542
..\file-birdsong\songs\songs\xc83705.flac,0.3668982100813356,4439.915062760315,7228.4271240234375,-543.7595,8.29441,-0.016068341,27.51948,-21.884623,7.660454,4.4899697,-8.409036,-3.030359,-3.696086,-1.9119039,-6.0370255,-1.4725634,0.48019424,0.4853769,0.4986412,0.5399822,0.52427906,0.50783277,0.4694229,0.45022425,0.47370467,0.5115545,0.58205646,0.5317979
..\file-birdsong\songs\songs\xc83760.flac,0.45540351655579825,5163.494991282985,6493.48363656672,-318.1661,-14.724691,72.63124,43.32575,-46.681736,70.82668,-42.63334,20.264812,9.812726,-15.871918,19.522596,0.07246875,-0.4038437,0.103767484,0.1659617,0.2845309,0.46567944,0.45913354,0.5110748,0.50559664,0.5313524,0.33197376,0.28281078,0.16107701,0.09281552
..\file-birdsong\songs\songs\xc83894.flac,0.24373614598834326,3468.2471116485244,6361.662292480469,-523.39734,34.596214,-28.042887,21.708754,3.2834256,5.964312,2.2564538,-3.2417681,-17.190845,-2.4553397,3.395254,-7.2155704,-10.864589,0.32502297,0.32697776,0.3440107,0.36756918,0.42413557,0.5158096,0.5341974,0.47765115,0.37231424,0.31200993,0.32205367,0.34824008
..\file-birdsong\songs\songs\xc83912.flac,0.19730806911293194,2594.031807680244,3805.6388569591645,-405.33444,56.39407,-73.09145,27.38935,15.566527,-4.4374456,-11.635683,-1.4692388,-6.7473903,-15.7436905,-5.6486387,3.3357255,-2.483107,0.34637195,0.3715358,0.35775298,0.28511778,0.28105846,0.27984554,0.25976846,0.20375557,0.15748279,0.14631371,0.19381556,0.3240584
..\file-birdsong\songs\songs\xc85842.flac,0.26998222736186905,3831.8519591693735,6569.0957937201565,-367.26297,3.118332,-46.38607,-21.579273,-21.081978,-20.986113,-25.67106,0.25975937,9.494006,-7.24359,-1.1453121,22.5158,2.9934814,0.48120403,0.5894644,0.51313853,0.42983484,0.30687824,0.2446273,0.24151386,0.23743017,0.24264972,0.26231816,0.32029575,0.39936885
..\file-birdsong\songs\songs\xc86327.flac,0.3884995540472525,4520.040659944263,6244.317791756721,-465.6703,-39.087902,-38.39034,28.452496,-47.95023,-5.796216,1.1759607,-7.5670033,-0.77502805,7.6633115,3.9207475,6.9668965,-0.06657203,0.4147493,0.3344175,0.29657438,0.29878464,0.29724726,0.29992107,0.3511133,0.34768608,0.35032514,0.40270054,0.35809967,0.3562963
..\file-birdsong\songs\songs\xc89530.flac,0.17332380531478103,2873.376576639483,6124.349463247035,-299.81253,79.19014,-11.158194,16.877382,-26.563871,7.199822,-17.81193,11.37216,-12.7009535,9.368306,-13.33863,1.7386531,-9.148389,0.5885516,0.5192461,0.49552134,0.52185416,0.52159894,0.53703874,0.5701416,0.6621918,0.68850374,0.6571911,0.6510254,0.61127335
..\file-birdsong\songs\songs\xc89994.flac,0.08304531195946725,2139.2161011961975,5117.351320836817,-272.6778,93.05533,29.94474,34.69472,5.8491297,12.36706,0.77616215,2.4379365,-4.3961825,2.3579984,-3.2097816,1.248595,2.1621442,0.4518693,0.4037824,0.39860657,0.4209441,0.44980696,0.49287084,0.5187878,0.56570977,0.5692451,0.50343186,0.46778807,0.48113793
..\file-birdsong\songs\songs\xc90122.flac,0.29997597144838095,3898.038234408889,6095.4287290906705,-506.33264,-19.128935,-60.637142,-9.1513815,-60.01368,-3.341273,17.25544,5.9984508,11.321363,11.24121,1.8968287,2.7775629,-4.1863785,0.6028418,0.49939498,0.4387419,0.4259031,0.3329558,0.28832972,0.32763913,0.39624774,0.42065445,0.46707162,0.5173404,0.5962056
..\file-birdsong\songs\songs\xc90977.flac,0.2838557584555827,3677.844256220088,6752.379028021852,-174.75826,46.063034,-10.739837,17.19897,-12.659745,-0.46858832,-4.4799385,-3.5266187,-2.8975465,-0.5154324,0.9885874,-0.7093481,-4.7449436,0.4937357,0.4854372,0.47082305,0.50000155,0.51147336,0.52193916,0.511386,0.49143398,0.49292544,0.47315618,0.42366546,0.44204736
..\file-birdsong\songs\songs\xc91185.flac,0.2472626002488938,3416.335253178443,6170.787169870022,-180.95549,54.864983,-3.4348905,22.853989,-11.207193,-7.658997,6.500929,-6.1279125,-11.974928,6.463449,-8.889795,-6.8313065,1.4856136,0.3644131,0.36945158,0.3519666,0.3720909,0.39408344,0.38451114,0.3569863,0.41877976,0.66885906,0.57397425,0.40297467,0.3369697
..\file-birdsong\songs\songs\xc92264.flac,0.05711506031177662,1429.0503709545285,2761.7329915364585,-371.02637,128.75807,3.2289762,7.607121,-15.369221,-4.3021398,-21.822084,-6.44451,-19.06503,-11.308797,-21.050669,-12.6519785,-16.609129,0.31202206,0.291302,0.22196676,0.24441968,0.30379757,0.3529394,0.41047174,0.4785085,0.4811779,0.42604485,0.29079264,0.26519164
..\file-birdsong\songs\songs\xc94211.flac,0.42217597935457796,5156.969952168494,7834.245434287781,-540.19446,-104.005745,-39.695126,47.638092,12.043326,-11.151625,-12.87788,-1.4739938,11.929064,8.373015,-14.047779,-1.8513268,2.771084,0.56631577,0.45870936,0.43677232,0.4150928,0.35445538,0.31704536,0.3254593,0.34514782,0.4016297,0.46818644,0.5245738,0.64427334
..\file-birdsong\songs\songs\xc94212.flac,0.42185106464460786,5209.1515308391345,7901.975450158757,-559.0574,-124.608765,-28.947779,65.06978,0.27512848,-32.455486,5.825421,7.9323893,6.664972,-2.9036562,-18.135454,16.465975,4.446593,0.68941545,0.540789,0.39303192,0.32914272,0.3080556,0.24616358,0.21224472,0.21212378,0.25175622,0.33631402,0.5449638,0.68014973
..\file-birdsong\songs\songs\xc94584.flac,0.04975731318981006,1468.2614469930982,2908.6681577459253,-324.60492,108.30474,-10.153129,-1.4345515,13.506903,36.921715,27.661661,10.482147,2.2624485,7.003632,6.9682426,12.100221,6.8440037,0.5069742,0.5319063,0.58849865,0.62604517,0.61330146,0.59529793,0.5204162,0.4422814,0.43246174,0.4605082,0.44342288,0.46681613
..\file-birdsong\songs\songs\xc94614.flac,0.09528793501159111,1799.5659214361688,3662.5461977020163,-331.42117,129.79282,16.551884,9.669353,-13.020588,9.77765,13.966236,7.77585,-6.4448185,7.6119323,-2.9375277,6.7782497,5.673445,0.56678087,0.4769605,0.4493771,0.41648418,0.400111,0.41294032,0.43692893,0.50110507,0.55819136,0.6050632,0.6261501,0.6023222
..\file-birdsong\songs\songs\xc94615.flac,0.06722849873170327,1569.871486031525,3484.1596591972307,-335.4161,134.0236,31.7794,11.5413265,-10.069772,13.244672,10.777233,5.952695,-2.3775394,3.6525433,-0.783811,6.7835183,6.3377166,0.593093,0.57348454,0.48440155,0.38864207,0.31809208,0.29536605,0.3453255,0.45139107,0.44729137,0.44616905,0.53466266,0.59235334
..\file-birdsong\songs\songs\xc94652.flac,0.4548078531154434,5576.349996961497,7194.493397004014,-654.1841,-121.294464,39.84003,32.862377,-53.12008,26.555668,12.060883,-25.094204,10.245762,12.663564,-17.784285,5.0294957,11.605278,0.3820727,0.33394167,0.20717143,0.15896517,0.12914631,0.15017858,0.34740052,0.14317042,0.08623785,0.1468638,0.2541675,0.59304863
..\file-birdsong\songs\songs\xc94669.flac,0.4533444695723684,5444.6355014715655,7936.583341899671,-673.17426,-96.27847,-16.95932,50.201393,-6.1572757,-13.201414,-6.5085835,14.101478,8.860452,-14.292059,-3.0949605,12.644105,-0.109377794,0.47256017,0.6485988,0.6926168,0.66260505,0.5024003,0.3723267,0.32494912,0.2809882,0.30988368,0.34193578,0.31156212,0.35560095
..\file-birdsong\songs\songs\xc94958.flac,0.21248100869876071,3048.4252972770446,4408.990053771449,-505.21835,-64.11316,-125.86801,15.719504,64.79829,16.041807,-22.697996,-22.490671,-3.2237556,12.259952,11.449509,4.8511434,-12.521773,0.3914053,0.32956275,0.25100896,0.19959944,0.23629457,0.381596,0.4915704,0.51052445,0.47836238,0.41712305,0.3995243,0.39009416
..\file-birdsong\songs\songs\xc94964.flac,0.37575153226693053,4772.4476103883335,7255.4489739652045,-610.44965,-127.70766,-54.053127,65.340454,16.988157,-20.754095,-12.849448,3.47651,11.159359,9.927103,-13.470618,-5.7574267,6.127485,0.4247099,0.4426958,0.3590823,0.3143292,0.2934988,0.31459942,0.3531049,0.39248416,0.46529156,0.46381077,0.48830435,0.44817728
..\file-birdsong\songs\songs\xc94967.flac,0.37617886902559927,4571.590955011485,6265.891271513854,-560.74677,-85.72029,-41.970413,57.319454,5.0618863,-25.645695,0.76633537,6.785949,1.6585199,3.3414364,-8.12143,-1.5549306,5.1656733,0.41670144,0.37351644,0.32902914,0.34053254,0.33910757,0.33811414,0.33385995,0.30289343,0.33908543,0.37587819,0.4285344,0.44998315
..\file-birdsong\songs\songs\xc95058.flac,0.4102766222710587,5082.374579112849,6602.897141705709,-596.2994,-118.68893,5.978398,64.121956,-52.318913,5.044096,17.438717,-7.577814,-3.3110764,-0.80828553,5.844025,0.8949708,-10.009989,0.48511374,0.3546064,0.27390346,0.27685678,0.2590059,0.23615886,0.2596671,0.19661751,0.2090667,0.24362475,0.2577128,0.37408432
..\file-birdsong\songs\songs\xc95381.flac,0.14992745869467702,2512.460997310871,4952.984443920081,-363.88336,82.17716,-24.693602,-2.5486822,-39.6147,-9.268322,-4.1190825,-13.881196,-18.044867,-12.025235,-9.448605,-1.6590868,-2.287511,0.49688005,0.4394689,0.45160317,0.48742858,0.47875476,0.45093715,0.42267612,0.426601,0.42029732,0.41904196,0.47278163,0.47810847
..\file-birdsong\songs\songs\xc96133.flac,0.2699837250843134,3465.935557692817,6035.683842028601,-366.57687,39.693466,-34.601025,3.2235744,-37.926205,-12.261625,-7.0556684,-7.4098544,-19.790333,-2.0813267,-12.237552,-9.634611,-8.335299,0.27826682,0.30382407,0.30756828,0.3352436,0.37099367,0.36192387,0.28671294,0.41932335,0.5797079,0.49972737,0.4941749,0.34849146
..\file-birdsong\songs\songs\xc98691.flac,0.18443122796252764,3056.359538129216,6262.833276259161,-432.0417,76.43954,-0.41369534,4.891387,-5.5869107,15.663963,-6.505926,-2.7653294,-10.578543,-5.4117603,-12.363003,-6.9767103,-9.435569,0.6287445,0.6158698,0.56170845,0.5657694,0.56061125,0.58328384,0.5615233,0.54705703,0.53262293,0.5029115,0.51773405,0.5715537
..\file-birdsong\songs\songs\xc98842.flac,0.40321612330594003,4341.84080394652,5993.470294252811,-389.69943,30.963055,-10.3286295,34.7473,-28.71693,22.145456,-22.640347,4.7683296,-5.0383925,-4.73923,-4.551957,3.576146,-2.602412,0.31983685,0.32868576,0.31449574,0.349191,0.42071822,0.36122245,0.26069513,0.22968829,0.25113267,0.28702617,0.3325168,0.36950162
..\file-birdsong\songs\songs\xc98942.flac,0.12235824516535874,2230.3419834422325,4600.477114279708,-265.50455,102.08741,-13.345737,14.115172,-2.486296,8.564482,2.367361,3.9409618,3.7243128,10.952536,3.1500583,3.5581417,-2.9569504,0.5040154,0.45551065,0.4182445,0.42713958,0.4584224,0.46640903,0.49340266,0.4697545,0.4806658,0.47270247,0.60482043,0.7685827
..\file-birdsong\songs\songs\xc99072.flac,0.17588588169642858,2611.0016568597002,3903.40576171875,-569.4969,-62.66371,-126.82236,18.688274,59.122112,38.061905,-48.00723,-28.329374,15.821785,16.97504,7.0404925,-10.40678,-7.9416337,0.16094808,0.08316307,0.10075591,0.06379908,0.03492771,0.060540285,0.1464779,0.2049129,0.28413495,0.4201128,0.7061133,0.26007864
..\file-birdsong\songs\songs\xc99155.flac,0.2327843969994849,3244.07671814974,5563.234652005709,-434.45563,42.127953,9.917333,57.378273,-11.784543,16.278526,11.6461935,-0.9619691,-7.594647,-4.4235773,-7.8732104,-1.9532545,1.7750794,0.532609,0.54967904,0.5184324,0.48617062,0.4815087,0.4667242,0.46366027,0.48093942,0.50404465,0.5296738,0.5280374,0.49802783
..\file-birdsong\songs\songs\xc99299.flac,0.2781423237509356,3626.866718842118,5594.853219586218,-427.51978,40.251194,-11.613632,46.46604,-16.417608,3.1398056,-7.530576,5.2765555,7.3579526,2.8435798,2.5515664,3.9727955,9.770739,0.42655236,0.3793729,0.27630016,0.29933098,0.36979777,0.3584146,0.38324678,0.34119153,0.35116336,0.3644356,0.40484926,0.42985794
..\file-birdsong\songs\songs\xc99357.flac,0.27326131959126143,3513.3424850303877,5176.732262899709,-377.82465,17.846224,-22.433912,74.83723,-11.058959,7.40911,-1.0469135,10.242362,1.987074,2.3549232,1.6308413,0.9858755,6.9951453,0.33107695,0.3463084,0.32104716,0.29827133,0.3432174,0.32682973,0.30592984,0.32363102,0.35881633,0.3455178,0.2957886,0.30151483
..\file-birdsong\songs\songs\xc99529.flac,0.19367655721362978,2621.7921410649906,4690.382287166959,-347.04544,98.41034,-11.553791,24.254234,-26.404808,3.180081,-6.4630585,-2.3869753,-9.718853,0.52140945,-1.7995852,-2.5952845,-1.8009123,0.5158924,0.5484867,0.5168726,0.5269165,0.541728,0.549345,0.5505331,0.56296635,0.5601545,0.5468396,0.51615894,0.49519
