duongDan,zcrMean,specCenMean,specRolloffMean,mfcc_0_Mean,mfcc_1_Mean,mfcc_2_Mean,mfcc_3_Mean,mfcc_4_Mean,mfcc_5_Mean,mfcc_6_Mean,mfcc_7_Mean,mfcc_8_Mean,mfcc_9_Mean,mfcc_10_Mean,mfcc_11_Mean,mfcc_12_Mean,chroma_0_Mean,chroma_1_Mean,chroma_2_Mean,chroma_3_Mean,chroma_4_Mean,chroma_5_Mean,chroma_6_Mean,chroma_7_Mean,chroma_8_Mean,chroma_9_Mean,chroma_10_Mean,chroma_11_Mean
..\file-birdsong\songs\songs\xc132149.flac,0.4501474578879414,5070.703867021759,7387.3705990177605,-341.6595,0.57876116,-25.629786,-27.227682,-47.821712,-13.493683,-20.030554,-12.801773,-23.359697,-4.8652697,-11.061096,8.182768,-4.2705884,0.49301487,0.44881013,0.34360003,0.2875992,0.27080238,0.2631507,0.27120292,0.29646996,0.30870318,0.33437034,0.37819403,0.42563882
..\file-birdsong\songs\songs\xc132392.flac,0.31524201569733795,3730.7368131689177,5499.384684244792,-371.97574,5.28139,-21.427544,69.5032,11.169196,16.175076,-0.77305746,13.320547,6.3878155,8.568766,1.1343046,8.486861,6.090364,0.32712948,0.3088383,0.28511962,0.2445577,0.24225444,0.23103769,0.27768558,0.29692388,0.27517933,0.25684926,0.29335955,0.38515848
..\file-birdsong\songs\songs\xc132580.flac,0.15282825012099613,1749.3899529197963,2906.2737437714495,-499.5507,95.50453,-38.05758,10.282218,17.144203,-24.83524,-0.35757586,4.935916,-16.73277,-2.798527,-0.6318136,-11.572669,-1.8683988,0.52617705,0.55115676,0.57944024,0.5974176,0.58731776,0.60030013,0.61678076,0.6353278,0.6341229,0.56523985,0.53322315,0.52333146
..\file-birdsong\songs\songs\xc132608.flac,0.24287303394039736,3433.9625721260186,6202.4375699644415,-327.9258,47.873028,-16.705767,25.799982,-10.665144,14.778369,3.73804,-2.1021104,-4.470736,2.9244542,-2.1316066,6.0130754,3.1943939,0.6546272,0.63574094,0.6080038,0.6179177,0.6070222,0.618305,0.5883117,0.56923985,0.5644203,0.5725746,0.5992039,0.63972825
..\file-birdsong\songs\songs\xc132611.flac,0.2153391724748629,3533.449483438759,6470.392928045018,-343.87213,35.57538,-13.647197,24.93506,-11.8422165,12.0775795,8.37138,7.0175605,0.78714556,5.9588537,0.4731742,4.124913,3.610173,0.6115567,0.54295456,0.5012538,0.49586517,0.51525605,0.5876573,0.617333,0.53589433,0.5379757,0.5700693,0.6129896,0.6149917
..\file-birdsong\songs\songs\xc133054.flac,0.29349913004460143,3922.1778529192447,6781.452317091748,-373.55365,-1.8298893,-56.39784,-5.7821703,-23.355661,-6.458324,-13.394098,-14.646615,-16.486103,-9.581827,-11.869214,-8.824444,-9.853304,0.48901278,0.48750642,0.4891745,0.4519931,0.3826693,0.37257472,0.47059524,0.49228576,0.43857068,0.42281392,0.4215859,0.51022196
..\file-birdsong\songs\songs\xc133444.flac,0.2600172017774126,3303.6108956524363,5020.484603876944,-422.44073,11.470661,-87.87848,0.14342913,-53.524227,-25.481102,-19.118816,-26.683134,-16.555414,-14.138897,-16.325438,-4.5968466,-6.0349565,0.6081932,0.58675766,0.51936054,0.4707071,0.39085618,0.37184012,0.38510773,0.39806628,0.4316769,0.47740403,0.53646755,0.6090961
..\file-birdsong\songs\songs\xc133471.flac,0.3456432658911617,4176.133549047005,5786.05917147903,-342.00986,-121.01467,-113.41331,26.512238,-4.253523,29.070503,17.99016,-10.335824,-9.568181,0.65306914,0.2085507,-5.4083443,-3.5337093,0.30891022,0.32406932,0.34967896,0.33341542,0.28073052,0.2924322,0.33621025,0.36886972,0.47235966,0.5113023,0.35375944,0.28757042
..\file-birdsong\songs\songs\xc133862.flac,0.2326160978494421,2715.6013182973397,3622.4873836135403,-322.968,97.47747,-38.03693,-24.860357,-21.114664,-5.392067,9.915622,1.1696723,-4.3139157,11.023963,-8.091978,1.1933311,-1.2398851,0.4601448,0.366012,0.31538996,0.29458734,0.31440544,0.34204966,0.36619964,0.44717538,0.49081025,0.5331696,0.5807031,0.53205246
..\file-birdsong\songs\songs\xc133872.flac,0.3944528493052492,4444.072352850753,6045.7293590786285,-402.7503,12.313807,-11.160348,25.089815,-47.735718,17.641645,-6.145981,-0.14003344,3.9984226,-1.446665,1.4700392,0.5366819,2.5061455,0.33368284,0.36586627,0.40074024,0.4093104,0.32485786,0.27806383,0.30907375,0.35060468,0.36650345,0.33492053,0.3372726,0.36150745
..\file-birdsong\songs\songs\xc133880.flac,0.28304267871248023,3328.7007552589307,5273.049420542062,-167.99739,69.84227,-46.99091,10.396752,-55.546135,20.459139,-1.8589101,2.7236638,-3.5445697,3.7568684,-1.7167963,-3.6444638,2.6225836,0.4926579,0.41870102,0.38546917,0.36878082,0.3694278,0.42055276,0.4161924,0.41722065,0.44636744,0.47386187,0.4965707,0.5057877
..\file-birdsong\songs\songs\xc133886.flac,0.20905672981710158,2965.7678052103834,5128.5547603098785,-258.46808,72.14677,-25.582575,9.8472185,-17.165926,7.2787666,0.14244986,-1.1824589,-1.1739229,5.344883,1.3172191,2.27017,-0.5507446,0.5004222,0.52038294,0.5637992,0.549356,0.5359153,0.54263437,0.58497864,0.5917502,0.5755787,0.53801006,0.5139581,0.49545315
..\file-birdsong\songs\songs\xc134042.flac,0.6105242214650304,7251.798157971239,8999.597390686089,-573.7859,-80.63902,57.4522,-27.008093,-1.6353915,20.919947,-27.323832,22.19324,-10.645268,-0.8792573,7.315471,-6.8012743,0.95771974,0.16984105,0.11420619,0.1337198,0.53901035,0.65805537,0.32975766,0.22170298,0.18447557,0.18918833,0.2941407,0.3944597,0.2807976
..\file-birdsong\songs\songs\xc134291.flac,0.3504174273947011,4179.740632703452,5646.2048074473505,-361.66666,-117.012794,-118.18964,22.196913,-22.133852,32.478447,23.494814,-2.1960125,-4.8715096,-6.289839,-3.6780064,-2.9767835,0.38255575,0.38083577,0.36501947,0.3755317,0.3512495,0.33809853,0.40657142,0.38104305,0.39729849,0.41159153,0.42028826,0.4499091,0.46407413
..\file-birdsong\songs\songs\xc134671.flac,0.1133716724537037,1831.823885153079,3321.393453663793,-387.48486,99.64623,0.46699956,-2.0273373,-8.028777,-14.595321,-7.564276,-4.7584567,-2.175632,1.795873,4.2099495,4.928404,2.445697,0.32544833,0.3942238,0.5337968,0.4019045,0.40692887,0.4494595,0.4839286,0.36505446,0.34940922,0.29579133,0.28730214,0.30224064
..\file-birdsong\songs\songs\xc135270.flac,0.25089679126560877,3498.633217224294,6712.611959181517,-411.71774,43.034943,-32.051277,-12.468689,-20.920078,-3.975161,-9.827066,7.603348,-15.345358,-1.5737582,-6.192744,4.580841,-9.10077,0.53658193,0.5065415,0.55998117,0.5434309,0.5086197,0.46810463,0.4175957,0.40228596,0.43269962,0.48570222,0.5519604,0.58039486
..\file-birdsong\songs\songs\xc135521.flac,0.02655408473196393,902.7064400765679,1504.3164747463677,-405.83545,64.112114,27.61953,25.23922,8.377003,11.1543255,23.276587,19.60346,12.672429,16.180891,14.612829,9.809483,10.634513,0.6524597,0.6908536,0.72065115,0.74649876,0.7784687,0.77041435,0.73589104,0.7076905,0.67993873,0.64973074,0.6188952,0.5994752
..\file-birdsong\songs\songs\xc138979.flac,0.23272986220746658,3397.8066922634684,5420.423959445811,-360.55478,65.985176,-11.210494,30.53904,-33.08929,24.252188,4.4439116,0.44510356,-7.6230273,3.3037152,-5.9465613,-2.3646836,4.2130704,0.35995585,0.36208245,0.35721904,0.35308427,0.35889295,0.41286674,0.36959866,0.43183106,0.4921437,0.4723172,0.4558894,0.41732988
..\file-birdsong\songs\songs\xc139372.flac,0.37352091687102335,4076.752691619098,6103.401464015277,-439.30646,28.279524,-16.55133,32.659496,-14.175499,10.472644,-17.542782,7.434068,-16.69571,-1.3615795,-10.811378,0.046736035,2.2657533,0.36352205,0.3448371,0.36164838,0.37565428,0.3665963,0.33538112,0.37729686,0.38223046,0.4240925,0.437782,0.49941218,0.45726568
..\file-birdsong\songs\songs\xc139552.flac,0.48133075971407624,5611.702003020428,7581.281967386822,-544.5023,-110.79619,-5.336649,49.639034,-15.664907,-7.160575,-9.078325,21.394794,-3.8182268,-9.203944,3.081268,2.3767836,6.9997997,0.29605016,0.28433305,0.25029594,0.2890454,0.36672816,0.37158573,0.4730762,0.52405417,0.4287959,0.32373026,0.23235525,0.23375009
..\file-birdsong\songs\songs\xc140557.flac,0.22288706001365055,3814.1650797664297,5566.90409120271,-351.72266,3.1607852,2.7732425,78.42803,-19.98691,59.397705,-21.620462,18.702599,4.132078,4.210183,5.576782,3.1940908,10.140227,0.2996756,0.35281724,0.5687775,0.7758759,0.6062707,0.50957406,0.4141931,0.40523246,0.40183714,0.34244138,0.30508822,0.28913313
..\file-birdsong\songs\songs\xc141026.flac,0.1889467764172201,2652.4282644999325,4103.418466759814,-300.1649,56.146503,-55.85466,45.85623,23.491657,31.01824,-13.532158,-2.176678,11.852439,-3.182562,-16.58142,-10.344102,-6.4345536,0.45723206,0.48231536,0.53586787,0.35678667,0.22771423,0.20511736,0.22944768,0.28199828,0.35595047,0.40003523,0.48220643,0.49992725
..\file-birdsong\songs\songs\xc142431.flac,0.4262373576792636,5143.999174547249,7329.3520905250725,-453.59225,-62.329834,-42.6313,4.522244,-9.025975,21.042955,-7.661896,6.9246583,0.9067045,-1.235727,0.43717813,-3.9305718,-0.37917343,0.34037575,0.36230117,0.4677746,0.39446765,0.32651463,0.37047148,0.38746157,0.39024058,0.4226866,0.37681067,0.34947824,0.35146236
..\file-birdsong\songs\songs\xc142697.flac,0.26264151674937963,3314.1915552934133,5246.936295653691,-351.35995,46.69606,-26.19187,59.29126,-30.789955,18.826555,-17.692661,-15.965286,-11.684354,-14.305345,-9.186047,-11.992342,-4.1583214,0.487209,0.49970502,0.49773872,0.46989456,0.4589488,0.48037446,0.46711612,0.46862212,0.43047222,0.3996464,0.38147762,0.42964202
..\file-birdsong\songs\songs\xc142908.flac,0.25288916836265757,3461.1347567636144,5877.908504710478,-404.2962,-13.150971,-94.98269,-18.545439,-13.305127,-7.128812,-20.094513,-13.007728,-8.572608,4.4581647,-15.430026,-6.4598613,-0.63098717,0.5209207,0.39092305,0.34947324,0.2945093,0.2834578,0.3255089,0.38444144,0.45872885,0.51357794,0.58669126,0.5803724,0.5814777
..\file-birdsong\songs\songs\xc143002.flac,0.16122837651997685,2313.1480321809013,3889.667041383179,-335.06036,71.71003,-78.55322,-10.119458,9.007434,30.260979,-3.3962276,-1.4848928,-20.068825,-6.3787184,-3.3585215,-1.654699,6.1399827,0.33807197,0.403673,0.46372542,0.5607494,0.61348474,0.57051027,0.50807804,0.5043253,0.41925308,0.32894355,0.27726346,0.26280975
..\file-birdsong\songs\songs\xc143005.flac,0.191211344966968,2517.2870888272387,4397.6850443324065,-299.45175,74.96976,-77.19176,1.4412531,-0.5144705,38.69862,-8.15405,1.2425444,-15.7583065,-10.669843,-3.5584912,-2.560657,2.332328,0.3626678,0.38222456,0.43728977,0.5548903,0.60780764,0.51499027,0.39769965,0.38311344,0.38656595,0.34288427,0.30651605,0.31895265
..\file-birdsong\songs\songs\xc143170.flac,0.21939524052202422,3067.133335733855,5326.7019080730915,-327.99832,31.960686,-85.407455,-15.238598,-41.414677,-8.568523,-11.005455,-10.642187,-23.483728,-11.782135,-12.840735,-7.941837,-10.703163,0.6375545,0.63652307,0.5278718,0.49731502,0.4933464,0.48152247,0.46400154,0.4965804,0.47245768,0.41476336,0.3920884,0.47981447
..\file-birdsong\songs\songs\xc143465.flac,0.3938344172270694,4945.9902572606925,7030.910956128142,-554.2724,-65.9362,-17.991838,53.782665,-25.83388,-10.110806,13.230635,1.554906,-6.3923674,1.62449,-0.84923434,3.957051,-3.2072089,0.41472173,0.42160842,0.32205847,0.2855715,0.26407307,0.28935233,0.30532202,0.31713307,0.35260487,0.39205593,0.35816407,0.35541135
..\file-birdsong\songs\songs\xc143894.flac,0.052053855613425924,1457.6259030956774,2927.7021484375,-301.57773,131.50012,2.236243,10.266763,-2.6842086,23.479399,3.8342202,4.801592,17.428234,11.702755,-2.9213994,7.121081,7.4568133,0.6502132,0.5664666,0.605375,0.62759995,0.6144133,0.6340886,0.5963221,0.5741771,0.59170836,0.6847788,0.7024456,0.6958196
..\file-birdsong\songs\songs\xc144382.flac,0.14912805637391677,2368.209142983706,4366.812582576976,-368.79346,94.87291,-23.360722,12.699234,8.613267,8.392872,3.603248,9.147598,-1.2718842,3.9867127,2.3600516,-1.2501508,-1.451447,0.42778286,0.4184968,0.43545508,0.43784782,0.40897322,0.45714572,0.4818711,0.4124814,0.35474032,0.3984615,0.4724904,0.46037722
..\file-birdsong\songs\songs\xc144991.flac,0.070263671875,941.5544890664117,1556.5135444972825,-369.65237,182.07956,-27.312342,-9.517884,21.926495,-17.34366,-27.805323,-8.695245,-5.097451,-11.650563,1.4806545,11.881965,4.81656,0.67763996,0.54849124,0.47101218,0.32496575,0.2615964,0.26528895,0.30092826,0.33782512,0.3551314,0.42531148,0.5167577,0.6118151
..\file-birdsong\songs\songs\xc145533.flac,0.24646183648659692,3128.9872323469817,4919.590748802202,-381.6702,57.278194,-21.110285,30.875246,-28.622644,3.61976,-6.2993183,-25.415674,-10.243809,-16.90495,-3.7451637,-7.3672233,-0.10216297,0.4801954,0.38641718,0.35289243,0.37540126,0.31299713,0.30816716,0.3089227,0.3130119,0.345227,0.4030106,0.46882755,0.5033333
..\file-birdsong\songs\songs\xc145534.flac,0.23727439186789773,3191.451693455525,5208.0156139026985,-338.4956,60.866875,-28.217344,28.486473,-29.576246,6.469748,-10.852725,-10.179785,-15.15789,-5.8900347,-6.2992163,-4.4983764,0.008834006,0.46342582,0.44484326,0.40271318,0.39833865,0.38427067,0.3850361,0.4094208,0.4411457,0.446083,0.4599012,0.46573603,0.46623158
..\file-birdsong\songs\songs\xc145537.flac,0.15982446915064102,2550.020790576364,4355.038569523738,-392.85843,85.86861,-32.727802,17.38857,-17.906324,8.84742,-15.654743,-31.23871,-21.924532,-13.535498,-12.631208,-7.765725,3.2387733,0.37724978,0.28063974,0.1995538,0.19542183,0.22823879,0.26035956,0.32470623,0.43210846,0.5236635,0.54269874,0.5886428,0.51492894
..\file-birdsong\songs\songs\xc145738.flac,0.05745110920394488,1850.6369556742786,4733.707691507998,-205.7995,101.02499,38.275707,9.889189,13.796103,20.219368,6.7983155,6.3351665,-4.2882576,4.4523115,4.3967557,9.29663,4.247648,0.6308525,0.6444709,0.6771955,0.6867727,0.627086,0.6068891,0.6284859,0.6479369,0.5749475,0.5624272,0.56256795,0.5877825
..\file-birdsong\songs\songs\xc146062.flac,0.13242659029542567,3179.3306178468383,7144.720901043321,-414.99118,57.46206,13.888912,22.737051,15.912777,9.903587,2.1259146,9.961331,1.0520916,-1.6678087,-2.6698735,3.1814222,-0.3596216,0.5302392,0.5182082,0.52203137,0.5435328,0.53647894,0.5942734,0.64494944,0.6240112,0.58569634,0.54570466,0.5810405,0.572388
..\file-birdsong\songs\songs\xc146260.flac,0.31181210720284985,3803.7220243336606,5565.285284768883,-462.54413,-23.317038,-33.98963,63.40499,5.3045354,5.5502725,-6.5876927,-3.4842174,-4.7802696,-0.49808425,2.1401923,-2.4790256,0.058665387,0.33800936,0.3231971,0.32745183,0.35027102,0.3878574,0.37629205,0.35649443,0.3467085,0.3452944,0.362979,0.33858842,0.34097627
..\file-birdsong\songs\songs\xc146707.flac,0.3995266613838318,4776.644838344834,7461.380889852893,-309.86404,-108.611145,-118.25524,-59.496456,-23.734638,26.174206,17.24747,42.25119,8.253588,1.3041157,-18.548677,-12.354402,-13.967116,0.4631998,0.41491702,0.33743906,0.30741158,0.3599747,0.32758212,0.2737431,0.29754934,0.37785393,0.45363846,0.454668,0.45690003
..\file-birdsong\songs\songs\xc146753.flac,0.3234972347508591,3635.4082009774293,5614.875211420747,-464.80853,57.332455,-5.087245,52.457882,-19.903902,3.5694022,-11.424033,-2.2390864,-6.5691247,0.36290067,-5.878814,-3.6371596,-1.1400918,0.41729113,0.34309223,0.3536454,0.31858984,0.32145104,0.34878582,0.40731302,0.36769924,0.3921877,0.39278057,0.41757104,0.45507494
..\file-birdsong\songs\songs\xc146755.flac,0.30709260716426856,3899.209971148623,6540.645901247752,-551.4748,24.08688,-6.1655025,33.24085,-18.382305,1.9315339,7.1356726,-4.9364743,-7.213562,1.9970156,-2.228968,-2.301044,-0.59926516,0.4383461,0.43288964,0.4028462,0.38229278,0.39824682,0.51273537,0.5336636,0.49234876,0.48957118,0.4508474,0.45081726,0.4869956
..\file-birdsong\songs\songs\xc146756.flac,0.2708804963678361,3192.756717000011,4890.366893537426,-454.06934,69.23809,-30.734852,5.8793206,-21.898129,-3.8521464,-1.1347795,6.442872,-17.880781,2.042413,6.2213664,3.3151188,-5.3500915,0.27859738,0.28751254,0.44404727,0.51936436,0.49209937,0.4518619,0.39685473,0.34928155,0.31829235,0.32221052,0.31032774,0.26618412
..\file-birdsong\songs\songs\xc146757.flac,0.04884132179054054,954.5016943070821,1485.0011877111488,-342.13742,172.52768,31.28707,0.4380036,4.0255623,17.300184,10.240028,12.221058,0.7315593,6.9188924,7.216497,2.6707184,0.36281487,0.6033772,0.6017744,0.60067385,0.5824464,0.5735224,0.57363737,0.5806756,0.5938595,0.5856952,0.6485241,0.6246776,0.6090453
..\file-birdsong\songs\songs\xc148426.flac,0.2893773351114375,3386.982389274462,5119.024240616362,-330.70966,41.912777,-43.17623,61.11673,-30.895264,17.706156,-17.171743,-21.374655,-2.4637203,-5.3602276,-3.6398954,-9.618687,3.2082736,0.402609,0.390448,0.36474183,0.3410165,0.29151037,0.24022952,0.23731264,0.29118556,0.37066638,0.4018752,0.4128956,0.47136316
..\file-birdsong\songs\songs\xc148465.flac,0.4048562757115855,4313.0555104527975,5523.735859713767,-264.03433,-10.575839,-47.48741,67.12481,-59.18499,29.674944,-10.535373,-12.215982,-2.9865935,-16.150972,-2.143236,-6.6673484,-2.8190138,0.5614954,0.5496465,0.4947125,0.50260556,0.49666303,0.34949815,0.2191809,0.17782483,0.20281123,0.24283643,0.34588045,0.49209487
..\file-birdsong\songs\songs\xc148528.flac,0.14309842469262296,2872.1911454804213,5632.736856429303,-382.90314,51.362343,-35.144608,23.339323,3.1567366,29.690355,8.056978,14.403576,10.235997,13.034331,5.5768824,5.9286747,4.3790283,0.64574784,0.6049283,0.5536131,0.5512821,0.54138976,0.5484427,0.57670915,0.6849793,0.71493024,0.7275812,0.6673749,0.6195786
..\file-birdsong\songs\songs\xc148889.flac,0.12093650688559322,2689.2133887778373,5952.757547669492,-390.57074,75.136314,-8.213412,18.775925,10.738674,24.633955,-2.816367,5.5754533,-1.912477,2.8431592,0.41011465,4.7926173,4.7641907,0.74148005,0.68606156,0.6874094,0.7197727,0.66392195,0.62730944,0.64546824,0.7135297,0.7068099,0.70476544,0.6973227,0.7507767
..\file-birdsong\songs\songs\xc149146.flac,0.2609805726168448,3228.241458235803,5076.927807456569,-424.99356,52.654186,-22.843088,27.349922,-40.76026,-8.045898,-0.061422314,-18.841759,-0.39342064,-11.191654,-13.210398,-5.903345,-13.850447,0.47845903,0.45551246,0.52468216,0.46624237,0.3742212,0.41327503,0.45789737,0.49642327,0.49032244,0.43934852,0.40489775,0.4145028
..\file-birdsong\songs\songs\xc149806.flac,0.12112798171971396,1976.3248297878608,3545.0499974805452,-256.32098,104.81892,-53.080627,6.0895634,-24.508482,-23.378107,-21.356726,-11.934503,-12.922198,-13.032348,-15.828285,-13.767937,-18.62811,0.48532057,0.5150208,0.59658813,0.6064077,0.5089596,0.44851324,0.46261668,0.50609505,0.5468598,0.54533696,0.50283283,0.47594923
..\file-birdsong\songs\songs\xc150291.flac,0.3790927927606545,5090.711216027699,7899.621080372432,-485.77094,-35.62599,-16.189154,32.683395,-5.894114,-18.4373,10.277757,11.540348,-13.655867,-1.8719332,10.058797,-1.2686695,-7.4358478,0.2170618,0.21050197,0.36131823,0.5041487,0.5206754,0.5545941,0.57099736,0.5855777,0.54430914,0.45444006,0.33926868,0.25783265
..\file-birdsong\songs\songs\xc151150.flac,0.37730966244103775,4566.726995419036,7067.53753086306,-391.18445,-63.5914,-64.98471,10.187306,-19.607538,3.8192563,12.36029,13.8380165,4.884515,9.068293,4.0731435,5.06737,2.484153,0.50645673,0.4995011,0.4377527,0.42788815,0.43070245,0.45424637,0.5061155,0.48857778,0.48938408,0.50830626,0.49781656,0.5259524
..\file-birdsong\songs\songs\xc153129.flac,0.15071784251675355,2491.9138496751034,4874.729172968634,-454.40982,83.61209,-23.249594,15.196842,7.8190784,-1.3599201,-0.95337784,5.439259,-5.1534777,-8.271282,-1.8676078,0.87890804,0.41576427,0.55884844,0.5453664,0.4639549,0.49259317,0.532313,0.54405713,0.4949875,0.39182258,0.37067723,0.38803938,0.41638896,0.4981229
..\file-birdsong\songs\songs\xc153131.flac,0.24634038185586735,2990.957661839435,4780.778503417969,-347.81406,35.969036,-40.362713,11.915498,-16.554012,2.1712978,-4.999991,-22.95182,-16.055685,-11.919951,-7.539682,-9.182118,-6.7368827,0.43123934,0.39982092,0.4069723,0.37405363,0.39519548,0.42784187,0.48107827,0.5440293,0.5190812,0.45503837,0.4466164,0.4338511
..\file-birdsong\songs\songs\xc153833.flac,0.16135583227469344,2797.6245795460436,5241.784989907925,-364.11185,73.38179,31.968992,48.79258,-13.391251,29.242409,8.225607,-2.1696827,1.370995,1.3402394,-0.4653125,1.7405372,1.4081821,0.5678963,0.60302544,0.5627627,0.54040056,0.47699285,0.49246466,0.47914258,0.45882145,0.44347388,0.45120603,0.469996,0.5185332
..\file-birdsong\songs\songs\xc154285.flac,0.14518257180507746,2200.8248051527858,3828.717482233622,-354.65436,92.84056,-79.42722,-2.812952,-25.255674,6.9963045,-2.8510146,-7.666267,-14.774106,-11.204695,-8.437107,-0.17487991,-6.1447396,0.37519193,0.3845792,0.4522291,0.42973745,0.41207963,0.36073795,0.3347206,0.34933186,0.30733982,0.28752512,0.31711927,0.35383454
..\file-birdsong\songs\songs\xc155975.flac,0.2865454903088953,3688.6944675213613,6283.931300951087,-328.16638,16.406246,-45.68579,-12.143363,-41.087303,3.5377116,-19.855001,-19.86281,-17.723293,-1.4205921,-13.105718,-12.382102,-11.865348,0.38143826,0.3965447,0.33910236,0.29337525,0.30179438,0.35361323,0.41154838,0.39505944,0.36700952,0.47934744,0.6636875,0.4234802
..\file-birdsong\songs\songs\xc156262.flac,0.19855071154163914,3125.0481804019246,6060.96809422505,-284.80005,48.448345,-40.069263,2.499524,11.74054,18.252438,-2.8895602,15.862553,13.606088,-2.257128,2.3008342,13.361563,4.8214984,0.5560457,0.6275523,0.612309,0.5356776,0.4282673,0.3391556,0.30751348,0.3611171,0.417899,0.4469634,0.49096686,0.53042835
..\file-birdsong\songs\songs\xc156388.flac,0.2314131046229859,3124.129398000327,5967.386205390861,-374.6129,58.57571,-49.81701,-25.25011,57.5284,31.761185,-11.9346285,-19.904957,27.71367,-3.6617768,-2.1262343,-2.4382904,22.186436,0.7103943,0.29799268,0.124189526,0.103318445,0.11478126,0.094297685,0.1911197,0.32762128,0.32235968,0.22854026,0.52419555,0.8083708
..\file-birdsong\songs\songs\xc157279.flac,0.1669648894583488,3646.013175546283,6868.331895576012,-535.12177,13.4939995,14.152802,47.254776,-1.7450991,17.066307,12.499931,6.6184196,8.877487,9.212509,3.9925284,7.1266456,6.7262144,0.6926424,0.67653704,0.65202683,0.6119869,0.58917755,0.56229204,0.5277646,0.54774725,0.5805514,0.6533666,0.6344525,0.6348882
..\file-birdsong\songs\songs\xc157322.flac,0.1621311595172375,3350.1364239669406,6994.650393705639,-556.7345,39.31951,33.561703,43.219597,9.24159,15.540136,4.631578,3.8261733,0.30814573,2.1385558,-0.2665061,0.24185124,1.5062845,0.48485434,0.48160547,0.52100694,0.488035,0.4760748,0.5486343,0.5369442,0.52267355,0.5852188,0.63589245,0.5509746,0.5344226
..\file-birdsong\songs\songs\xc157331.flac,0.26921989208310165,3855.455954636284,6065.983738076001,-493.61713,-6.939632,-2.4174814,67.42794,-12.805065,21.156458,13.203086,7.5419607,5.986838,9.456994,1.0085088,6.489334,7.030412,0.5647406,0.5314991,0.44493115,0.36069468,0.3701597,0.34610197,0.3126355,0.35529363,0.41373408,0.49881175,0.45728102,0.50811505
..\file-birdsong\songs\songs\xc158166.flac,0.22016626502470577,3496.233019522832,4410.428464357095,-318.26587,-3.5958314,-3.6508417,114.7387,-13.585306,15.097916,43.355873,-9.06835,8.911831,-1.966274,1.7831092,15.139181,-1.2299943,0.3004588,0.29332674,0.35925606,0.3490513,0.26661387,0.23712452,0.21522932,0.18272163,0.18509243,0.23466276,0.3144591,0.3339643
..\file-birdsong\songs\songs\xc160879.flac,0.20920806826556268,2993.68915818188,4933.556665348101,-406.02838,21.044323,-61.53411,-7.358085,6.2843204,-3.1972642,-9.840302,-7.172498,-5.9119625,-7.3413563,-5.175826,-3.7047365,-3.2898605,0.5478481,0.5180619,0.4992799,0.47232804,0.4579778,0.5089949,0.5528024,0.623934,0.6609852,0.62829506,0.56803024,0.5552622
..\file-birdsong\songs\songs\xc164926.flac,0.5091229724364791,5935.255738035603,7830.840464071007,-487.09473,-115.95887,15.056616,42.43413,-32.518925,5.869224,0.07944079,6.392814,-3.6551692,-4.201242,5.9001327,0.21327755,-4.3675704,0.34359944,0.44612697,0.46971318,0.39224812,0.32692778,0.3065827,0.36620498,0.40387467,0.34137112,0.35561258,0.37218457,0.33096564
..\file-birdsong\songs\songs\xc25119.flac,0.2258211279595214,3366.75067960546,6625.801686211176,-228.67798,62.018307,-3.6095686,8.371536,-15.901087,0.3255254,-2.54292,-1.8004168,-9.566425,3.057519,-3.2543464,-1.7233641,-0.69570684,0.6566628,0.54001576,0.5390144,0.523523,0.5409603,0.5446819,0.64538896,0.7287756,0.5919852,0.55095047,0.5557722,0.5288962
..\file-birdsong\songs\songs\xc25754.flac,0.2450006624772865,3425.6152483154615,5599.102343276802,-210.77548,25.037437,-18.9288,62.198128,16.198355,-5.0454354,3.1526093,20.329489,0.8717726,-13.161105,10.6682625,5.9427724,-12.771191,0.13825908,0.20169903,0.38271186,0.53225386,0.47573435,0.4668401,0.4307738,0.30207366,0.16074082,0.13171108,0.13948247,0.121841714
..\file-birdsong\songs\songs\xc26578.flac,0.2292221828601525,3455.4137180082357,6750.8406392643965,-252.7447,48.758533,-30.725845,-23.031527,-33.531292,2.7940757,-5.5788293,-3.1251588,0.6602691,1.5249981,-0.7003826,5.142337,-0.21596707,0.6823293,0.668035,0.55663246,0.55717033,0.5335576,0.54359037,0.5634379,0.44576016,0.44832203,0.52558714,0.50631076,0.60280687
..\file-birdsong\songs\songs\xc26789.flac,0.2386491807173246,2855.5518849033865,4014.9121291269266,-472.41803,25.101604,-104.367195,27.235106,-5.985592,-8.9675455,-4.321872,-9.485923,-8.781452,-17.49754,-19.07222,-12.568768,-2.1113455,0.44577435,0.43928674,0.34498462,0.29749662,0.28999245,0.3407621,0.3615357,0.2878155,0.29624057,0.32099208,0.34652495,0.40861765
..\file-birdsong\songs\songs\xc27039.flac,0.17100754630546752,2069.7027760421074,2324.760099915808,-402.25583,28.706993,-180.42447,-25.54013,49.767048,42.626514,-25.496166,3.7637157,18.653927,0.17159666,7.1751537,37.454033,9.039572,0.955767,0.74296033,0.26593715,0.122519515,0.061517484,0.070777036,0.14064655,0.42597768,0.46665603,0.5341936,0.45769894,0.77143925
